session,m_cut,center_time_sec,unique_speakers,decision_hits,burst_size,decision_hits_per10
2021_10_01_MZT_S11,6,678.3719892952721,6,15,32,4.6875
2021_10_01_MZT_S11,6,679.425855513308,6,15,31,4.838709677419355
2021_10_01_MZT_S11,6,687.3562231759657,7,13,29,4.482758620689655
2021_10_01_MZT_S11,6,689.0781622911694,7,15,32,4.6875
2021_10_01_MZT_S11,6,692.1129261363636,7,16,32,5.0
2021_10_01_MZT_S11,6,692.4138054363377,7,16,32,5.0
2021_10_01_MZT_S11,6,693.4014272970562,7,17,33,5.151515151515151
2021_10_01_MZT_S11,6,695.1933174224343,7,18,35,5.142857142857143
2021_10_01_MZT_S11,6,699.407816229117,7,15,33,4.545454545454546
2021_10_01_MZT_S11,6,1016.0,6,6,30,2.0
2021_10_01_MZT_S11,6,1016.7067137809188,6,6,30,2.0
2021_10_01_MZT_S11,6,1028.2102473498232,6,9,30,3.0
2021_10_01_MZT_S11,6,1032.1911764705883,6,9,34,2.6470588235294117
2021_10_01_MZT_S11,6,1034.1433823529412,6,10,35,2.857142857142857
2021_10_01_MZT_S11,6,1037.485294117647,6,9,36,2.5
2021_10_01_MZT_S11,6,1043.375,6,10,36,2.7777777777777777
2021_10_01_MZT_S11,6,1047.7757352941176,6,12,36,3.3333333333333335
2021_10_01_MZT_S11,6,1048.9338235294117,6,11,34,3.235294117647059
2021_10_01_MZT_S11,6,1054.0,6,11,31,3.5483870967741935
2021_10_01_MZT_S11,6,1055.3636363636365,6,10,29,3.4482758620689653
2021_10_01_MZT_S11,6,1059.3636363636365,6,9,27,3.3333333333333335
2021_10_01_MZT_S11,6,1064.989247311828,6,9,27,3.3333333333333335
2021_10_01_MZT_S11,6,1067.489247311828,6,9,26,3.4615384615384617
2021_10_01_MZT_S11,6,1069.9973333333332,5,7,22,3.1818181818181817
2021_10_01_MZT_S11,6,1081.8235294117649,5,5,17,2.9411764705882355
2021_10_01_MZT_S11,7,666.6360392506691,6,13,35,3.7142857142857144
2021_10_01_MZT_S11,7,669.7072243346007,6,14,36,3.888888888888889
2021_10_01_MZT_S11,7,670.071599045346,6,14,36,3.888888888888889
2021_10_01_MZT_S11,7,675.2931937172775,6,17,35,4.857142857142857
2021_10_01_MZT_S11,7,677.9221360381862,6,16,31,5.161290322580645
2021_10_01_MZT_S11,7,678.3719892952721,6,15,32,4.6875
2021_10_01_MZT_S11,7,679.425855513308,6,15,31,4.838709677419355
2021_10_01_MZT_S11,7,687.3562231759657,7,13,29,4.482758620689655
2021_10_01_MZT_S11,7,689.0781622911694,7,15,32,4.6875
2021_10_01_MZT_S11,7,692.1129261363636,7,16,32,5.0
2021_10_01_MZT_S11,7,692.4138054363377,7,16,32,5.0
2021_10_01_MZT_S11,7,693.4014272970562,7,17,33,5.151515151515151
2021_10_01_MZT_S11,7,695.1933174224343,7,18,35,5.142857142857143
2021_10_01_MZT_S11,7,699.407816229117,7,15,33,4.545454545454546
