conference,session,center_time_sec,rel_sec,sent_time_sec,speaker,text
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,-19.27827695560268,701.715909090909,Jeffrey Marlow,"Um, one is this yeah, the idea of like um, ratios of elements, how universal those could be."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,-19.009430698589313,701.9847553479224,Jay Forsythe(he/him),"But there are different structural isomers of amino acids and in some amino acids, you know, like like ones that have longer carbon chains are like much way more upregulated than others, right?"
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,-17.465831966290352,703.5283540802213,Niki Parenteau,"So you first have to characterize the habitability and and think about it in a more in a broader sense and then, you know, focus a little bit more on on life detection."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,-13.193680996006606,707.8005050505051,Jeffrey Marlow,Interesting links between analog environments and experimentation.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,-12.531554040012908,708.4626320064988,Niki Parenteau,"So you can look at meter um craters, you know, impacts, things where things have um areas where things have been excavated."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,-12.11539816772381,708.8787878787879,Niki Parenteau,"So I'll let you go ahead and get that set up and while uh Jeff is doing that, why don't we go ahead and go around the room and and do another brief introduction."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,-12.057809836276531,708.9363762102352,Niki Parenteau,Um
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,-9.95883251115822,711.0353535353535,Jeffrey Marlow,That's number one.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,-7.148391653988256,713.8457943925234,Smadar Naoz,"about temperature, I wonder if we if we're also, I mean, there are other contributions for temperature apart from how close a planet is to a star, right?"
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,-6.593292464058436,714.4008935824533,Niki Parenteau,"Um, so it's it is a possibility to look for that."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,-4.528908268733858,716.4652777777778,Jeffrey Marlow,"Number two, um, are perhaps uh, over focus on oxygen in the past, um, and maybe looking at different elements or nutrients."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,-4.490620764977393,716.5035652815343,Jay Forsythe(he/him),"Um, the for example like Murchison one of the reasons why that caught so much attention one one it was like really the first study but also a lot of the like alpha amino acids that we use in our proteins um are pretty upregulated in that one relative to some of the other structural isomers."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,-2.1153981677238107,718.8787878787879,Niki Parenteau,"And um, as Richard said, we'll kind of keep it brief, but it'd be helpful to know, you know, who you are, your name, where you work and and kind of your specialty areas."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,-0.4478822284775106,720.5463038180342,Niki Parenteau,"Um, but again, it might be difficult uh to put it in the in the framework that Vicky was talking about assessing false positives."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,-0.3706138762105411,720.6235721703011,Smadar Naoz,So we can have um tidal effects that will contribute to this.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,-0.3263160104105509,720.6678700361011,Noah Planavsky,You have actual empirical records of it and then you you have of course record in in life itself of of what would be limiting the scope of the of the biosphere.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,0.0,720.9941860465117,Solange Duhamel,"So I think thinking of both the microbes, their processes but also their environments, everything is tied together which is also a difficulty because uh part of it is can you mimic that in the lab and uh how can how much can you simplify without losing important components that would uh artificially drive your results towards uh the wrong answer."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,3.250132135306444,724.2443181818181,Jeffrey Marlow,"Um, this idea of meteorites as net positive or net negative impacts in general."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,5.505813953488314,726.5,Niki Parenteau,So anybody else want to jump in on that?
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,6.998437508934558,727.9926235554462,Jay Forsythe(he/him),"But there are other there are other meteorites where it's like the complete opposite, right?"
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,7.357319664807164,728.3515057113189,Smadar Naoz,"So that puts into play exomoons, for example, if there is a moon very near uh you know, orbiting a a giant planet that can be very near a giant planet and can be an interesting thing."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,10.242177589851964,731.2363636363636,Morgan Raven,"Along those lines, one random thought that's come up a lot for me this morning and thinking about these sort of deep time limiting nutrients is just how universal even their identity would be."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,11.940070008851649,732.9342560553633,Stilianos Louca,"Well, I can start, I guess."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,13.070207892882197,734.0643939393939,Jeffrey Marlow,"Uh, and then maybe I think we've come back to this a couple times of like structure, compartmentalization, um, if it's necessary, if it's diagnostic um, in terms of complexity."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,14.261784877683567,735.2559709241953,Smadar Naoz,Um and also the environment itself.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,15.054256860062653,736.0484429065743,Stilianos Louca,"Um, I'm Stilianos Louca, uh short you can just call me Stilian."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,15.36107711138311,736.3552631578948,Niki Parenteau,question?
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,16.237680193960387,737.2318662404721,Jay Forsythe(he/him),"And so they the like the history of those in terms of their kind of weathering and and things like like melting cycles, things like that is really plays a huge role in the content, the organic content that we detect."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,16.390429338103672,737.3846153846154,Niki Parenteau,So how are we doing?
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,16.861077111382997,737.8552631578947,Niki Parenteau,"Oh sorry, go ahead, go ahead."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,17.390429338103672,738.3846153846154,Niki Parenteau,Do we need another minute or so?
2021_06_10_SLU_S1,2021_06_10_SLU_S1,720.9941860465117,18.34145409189659,739.3356401384083,Stilianos Louca,I'm at the University of Oregon.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-19.09605467640324,747.4010327022376,Jay Forsythe(he/him),I wanted to mention um um uh smarter is it is that right?
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-18.69708737864073,747.8000000000001,Noah Planavsky,I'd take another minute.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-17.77769962353875,748.719387755102,Erik Sperling,"It's just you know, there's other things as well."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-17.697087378640845,748.8,Noah Planavsky,Sorry.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-17.36905969697989,749.1280276816609,Stilianos Louca,"I'm coming long back, coming from physics, um, and and mathematics and then moved to sort of biological modeling, bioinformatics and nowadays my lab we do uh we study microbial ecology and evolution using a lot of sequencing techniques, phylogenomics."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-16.9970873786408,749.5,Niki Parenteau,No worries.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-16.042541924095417,750.4545454545454,Noah Planavsky,That's a tricky.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-15.389132833186297,751.1079545454545,Noah Planavsky,I know.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-14.596423498630998,751.9006638800098,Jay Forsythe(he/him),"You you brought up um, you know, like deliver like net delivery versus um destruction, right?"
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-14.512393501089832,751.984693877551,Erik Sperling,"And yeah, everyone's known that but we need to, you know, kind of refocus that."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-13.343678287731676,753.1534090909091,Noah Planavsky,Even though the goal of this is to not sit silently by ourselves.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-11.9970873786408,754.5,Jeffrey Marlow,Sure.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-9.48254947625253,757.0145379023883,Smadar Naoz,That's a very extreme place.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-9.30873786407767,757.1883495145631,Niki Parenteau,So thanks Jeff for summarizing that.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-8.4970873786408,758.0,Niki Parenteau,We'll just do that at the beginning and then we'll chat.
