burst_id,conference,session,center_time_sec,burst_score,num_participants,nearest_speaker,nearest_sentence,nearest_time_sec,sent_time_sec,rel_sec,speaker,sentence,annotations,dialogue_act
4,2021_06_10_SLU_S1,2021_06_10_SLU_S1,741.6185983827493,0.2,2,Morgan Raven,"Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers to do it because there I mean there certainly are theoretically ways to produce stuff like that that would not necessarily require life unless you had some sort of sort of more detailed molecular information about what that is and that could be a bio strictly defined or just something about complexity.",741.6185983827493,724.2443181818181,-17.37428020093114,Jeffrey Marlow,"Um, this idea of meteorites as net positive or net negative impacts in general.","[{'summarize discussion': {'explanation': 'Jeffrey is summarizing the key discussion points to report out, as requested by Richard and Niki in the previous utterances.'}}]",
4,2021_06_10_SLU_S1,2021_06_10_SLU_S1,741.6185983827493,0.2,2,Morgan Raven,"Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers to do it because there I mean there certainly are theoretically ways to produce stuff like that that would not necessarily require life unless you had some sort of sort of more detailed molecular information about what that is and that could be a bio strictly defined or just something about complexity.",741.6185983827493,726.5,-15.11859838274927,Niki Parenteau,So anybody else want to jump in on that?,"{'encourage particpatioin': 'Niki is inviting others to participate in the introductions, as she asks if anyone else wants to jump in.'}",
4,2021_06_10_SLU_S1,2021_06_10_SLU_S1,741.6185983827493,0.2,2,Morgan Raven,"Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers to do it because there I mean there certainly are theoretically ways to produce stuff like that that would not necessarily require life unless you had some sort of sort of more detailed molecular information about what that is and that could be a bio strictly defined or just something about complexity.",741.6185983827493,727.9926235554462,-13.625974827303025,Jay Forsythe(he/him),"But there are other there are other meteorites where it's like the complete opposite, right?","[{'explain or define term or concept': 'Jay explains how the history of a meteorite, including heating and melting cycles, affects the organic compounds detected, and also explains the structural isomers of amino acids.', 'provide supporting evidence': 'Jay provides supporting evidence by mentioning the Murchison meteorite and how the alpha amino acids are upregulated in that meteorite relative to other structural isomers.', 'expand on existing idea': 'Jay expands on the idea of delivery versus destruction of building blocks by discussing the limitations of sample preparation techniques and analytical instrumentation used on extraterrestrial rovers, highlighting the complexity of organic analysis.', 'express enthusiasm': 'Jay expresses enthusiasm for the Benu sample return mission, highlighting its potential for in-depth analysis of organic content.'}]",
4,2021_06_10_SLU_S1,2021_06_10_SLU_S1,741.6185983827493,0.2,2,Morgan Raven,"Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers to do it because there I mean there certainly are theoretically ways to produce stuff like that that would not necessarily require life unless you had some sort of sort of more detailed molecular information about what that is and that could be a bio strictly defined or just something about complexity.",741.6185983827493,728.3515057113189,-13.267092671430419,Smadar Naoz,"So that puts into play exomoons, for example, if there is a moon very near uh you know, orbiting a a giant planet that can be very near a giant planet and can be an interesting thing.","[{'present new idea': 'The speaker introduces the idea that tidal effects and the environment of free-floating planets can contribute to temperature, which is an alternative to the common focus on proximity to a star.'}, {'expand on existing idea': 'The speaker expands on the discussion about temperature as a factor for habitability by suggesting tidal effects from exomoons and the environment of free-floating planets as additional factors influencing temperature.'}]",
4,2021_06_10_SLU_S1,2021_06_10_SLU_S1,741.6185983827493,0.2,2,Morgan Raven,"Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers to do it because there I mean there certainly are theoretically ways to produce stuff like that that would not necessarily require life unless you had some sort of sort of more detailed molecular information about what that is and that could be a bio strictly defined or just something about complexity.",741.6185983827493,731.2363636363636,-10.38223474638562,Morgan Raven,"Along those lines, one random thought that's come up a lot for me this morning and thinking about these sort of deep time limiting nutrients is just how universal even their identity would be.","{'present new idea': ""Morgan introduces a new idea about questioning the universality of limiting nutrients like phosphorus, nitrogen, and iron, and whether their importance is fundamental or a quirk of Earth's specific mineral composition, which hasn't been discussed before."", 'ask clarifying question': 'Morgan ends the utterance by asking if others have considered this idea before, seeking to understand if this perspective has been previously explored by the group.'}",
4,2021_06_10_SLU_S1,2021_06_10_SLU_S1,741.6185983827493,0.2,2,Morgan Raven,"Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers to do it because there I mean there certainly are theoretically ways to produce stuff like that that would not necessarily require life unless you had some sort of sort of more detailed molecular information about what that is and that could be a bio strictly defined or just something about complexity.",741.6185983827493,732.9342560553633,-8.684342327385934,Stilianos Louca,"Well, I can start, I guess.","[{'explain or define term or concept': 'Stilianos explains his background and current research focus, including areas like microbial ecology, evolution, sequencing techniques, and phylogenomics, to provide context for his expertise.'}, {'assign task': 'Stilianos asks Jeff to share the link to the document so that others can contribute, assigning Jeff the task of sharing the document.'}, {'encourage particpatioin': 'Stilianos suggests that others contribute to the document if Jeff misses something, encouraging participation from the group.'}]",
4,2021_06_10_SLU_S1,2021_06_10_SLU_S1,741.6185983827493,0.2,2,Morgan Raven,"Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers to do it because there I mean there certainly are theoretically ways to produce stuff like that that would not necessarily require life unless you had some sort of sort of more detailed molecular information about what that is and that could be a bio strictly defined or just something about complexity.",741.6185983827493,734.0643939393939,-7.554204443355388,Jeffrey Marlow,"Uh, and then maybe I think we've come back to this a couple times of like structure, compartmentalization, um, if it's necessary, if it's diagnostic um, in terms of complexity.","[{'summarize discussion': {'explanation': 'Jeffrey is summarizing the key discussion points to report out, as requested by Richard and Niki in the previous utterances.'}}]",
4,2021_06_10_SLU_S1,2021_06_10_SLU_S1,741.6185983827493,0.2,2,Morgan Raven,"Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers to do it because there I mean there certainly are theoretically ways to produce stuff like that that would not necessarily require life unless you had some sort of sort of more detailed molecular information about what that is and that could be a bio strictly defined or just something about complexity.",741.6185983827493,735.2559709241953,-6.362627458554016,Smadar Naoz,Um and also the environment itself.,"[{'present new idea': 'The speaker introduces the idea that tidal effects and the environment of free-floating planets can contribute to temperature, which is an alternative to the common focus on proximity to a star.'}, {'expand on existing idea': 'The speaker expands on the discussion about temperature as a factor for habitability by suggesting tidal effects from exomoons and the environment of free-floating planets as additional factors influencing temperature.'}]",
4,2021_06_10_SLU_S1,2021_06_10_SLU_S1,741.6185983827493,0.2,2,Morgan Raven,"Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers to do it because there I mean there certainly are theoretically ways to produce stuff like that that would not necessarily require life unless you had some sort of sort of more detailed molecular information about what that is and that could be a bio strictly defined or just something about complexity.",741.6185983827493,736.0484429065743,-5.570155476174932,Stilianos Louca,"Um, I'm Stilianos Louca, uh short you can just call me Stilian.","[{'explain or define term or concept': 'Stilianos explains his background and current research focus, including areas like microbial ecology, evolution, sequencing techniques, and phylogenomics, to provide context for his expertise.'}, {'assign task': 'Stilianos asks Jeff to share the link to the document so that others can contribute, assigning Jeff the task of sharing the document.'}, {'encourage particpatioin': 'Stilianos suggests that others contribute to the document if Jeff misses something, encouraging participation from the group.'}]",
4,2021_06_10_SLU_S1,2021_06_10_SLU_S1,741.6185983827493,0.2,2,Morgan Raven,"Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers to do it because there I mean there certainly are theoretically ways to produce stuff like that that would not necessarily require life unless you had some sort of sort of more detailed molecular information about what that is and that could be a bio strictly defined or just something about complexity.",741.6185983827493,736.3552631578948,-5.2633352248544725,Niki Parenteau,question?,"[{'encourage particpatioin': 'Niki encourages someone to speak, indicating she wants to hear their thoughts.'}]",
