outcome,feature,coef,se,p,ci_low,ci_high,r2,n
num_teams,ann_knowledge_sharing_sum_score,0.015173169214734548,0.0037496747548457442,5.198259389181499e-05,0.007823941741497833,0.022522396687971263,0.15150538352045428,771
num_teams,ann_coordination_and_decision_practices_sum_score,-0.025571468931603898,0.0038667818706683227,3.763186787687045e-11,-0.033150222134186225,-0.017992715729021568,0.17497557270351427,771
num_teams,ann_knowledge_sharing_count,0.027564820756861327,0.0066996008775204695,3.8819208859196894e-05,0.014433844326128266,0.04069579718759439,0.15377231189705243,771
num_teams,ann_information_seeking_sum_score,-0.0010764973472487443,0.0055605758637289025,0.8464933426706732,-0.011975025773460097,0.009822031078962607,0.1188742853641791,771
num_teams,ann_relational_climate_count,-0.025775153365613465,0.007516252146925981,0.0006052381843529473,-0.040506736872310246,-0.011043569858916684,0.13980069427998398,771
num_teams,ann_relational_climate_sum_score,-0.024129442211617426,0.0048119360919184504,5.317220329236442e-07,-0.033560663647686007,-0.014698220775548844,0.1526375980204686,771
num_teams,ann_idea_management_sum_score,0.01422816983358884,0.007314611177029065,0.05175439604444566,-0.00010820463430226239,0.028564544301479942,0.1290129777133675,771
num_teams,ann_coordination_and_decision_practices_count,-0.033561508587375485,0.005390062588003687,4.768099851061889e-10,-0.044125837134279464,-0.022997180040471504,0.17060883779309022,771
num_teams,ann_participation_dynamics_sum_score,-0.033714188977600125,0.004989537333517016,1.4090055192684784e-11,-0.04349350245081149,-0.023934875504388758,0.18524493644331885,771
num_teams,ann_participation_dynamics_count,-0.03797436809033216,0.005622639432563769,1.4398941850224436e-11,-0.04899453887621187,-0.02695419730445245,0.17831188048350688,771
num_teams,ann_information_seeking_count,-0.0006200434275925201,0.010332605473265404,0.952148920982627,-0.020871578021654152,0.01963149116646911,0.11881608767631147,771
num_teams,ann_idea_management_count,0.02816267432033507,0.012270760831109293,0.02172715531945118,0.004112425028456074,0.052212923612214066,0.13191422144632992,771
num_teams,ann_evaluation_practices_sum_score,0.019896173807906932,0.009275402021174255,0.03194908478513774,0.0017167199042753684,0.038075627711538496,0.12753224096474602,771
num_teams,ann_evaluation_practices_count,0.033427458111463464,0.013620825138494344,0.014122065325763588,0.006731131400296755,0.06012378482263017,0.12953612462448372,771
num_teams,ann_none_count,0.03960368655917853,0.012009459900804324,0.0009747760412433457,0.016065577679824083,0.06314179543853297,0.13659202772916923,771
num_teams,ann_integration_practices_sum_score,-0.024756714063162842,0.01317549532605642,0.060244924907463256,-0.05058021038070924,0.0010667822543835581,0.12427109710064277,771
num_teams,ann_integration_practices_count,-0.030856699778270394,0.020369358520507846,0.1298081936132693,-0.07077990886664985,0.009066509310109064,0.12226953737237578,771
num_teams,ann_evaluation_practices_mean_score,0.059638512297474584,0.09348565136228165,0.523510817209807,-0.12358999744386531,0.24286702203881447,0.061161846382520424,540
num_teams,ann_participation_dynamics_mean_score,-0.47435374717347106,0.17132919016670953,0.005628585684042172,-0.8101527894006357,-0.1385547049463064,0.09626714601605135,450
num_teams,ann_integration_practices_mean_score,-0.13834067519602952,0.16024610761154806,0.3879718221689371,-0.4524172747773936,0.1757359243853345,0.05230052691564668,383
num_teams,ann_relational_climate_mean_score,-0.20713650504627548,0.0943706530755985,0.028168978660684157,-0.3920995862719726,-0.022173423820578353,0.10434537640779884,670
num_teams,ann_coordination_and_decision_practices_mean_score,-0.3525281444755757,0.1504213450877954,0.01909841017887421,-0.6473485633537257,-0.05770772559742571,0.09888336851504842,510
num_teams,ann_idea_management_mean_score,-0.2551871913458354,0.1620632025313121,0.11534527895851199,-0.5728252315264276,0.06245084883475682,0.07905753983424413,612
num_teams,ann_information_seeking_mean_score,0.03220402671133038,0.14841989515865817,0.8282245726694619,-0.25869362238885035,0.3231016758115111,0.08136492385705008,598
num_teams,ann_knowledge_sharing_mean_score,-0.018655204544445015,0.11057353781928182,0.8660223127551353,-0.235375356313415,0.19806494722452495,0.10086619212421866,700
num_funded_teams,ann_knowledge_sharing_sum_score,0.006575018269637021,0.002141110353760837,0.002134538462478986,0.002378519089339967,0.010771517449934076,0.05497952462639555,771
num_funded_teams,ann_coordination_and_decision_practices_sum_score,-0.009712810376114794,0.002143582133226899,5.867406517452604e-06,-0.013914154155143056,-0.005511466597086533,0.06099694915564724,771
num_funded_teams,ann_knowledge_sharing_count,0.01204592568354843,0.0036539049261559743,0.0009781865947152953,0.004884403625349235,0.019207447741747624,0.056626377182400045,771
num_funded_teams,ann_information_seeking_sum_score,0.0024123538802898444,0.0030126694712750406,0.4232843086773962,-0.0034923697807325623,0.008317077541312251,0.03715964737520505,771
num_funded_teams,ann_relational_climate_count,-0.011674823796570154,0.004296403282826281,0.00658073316153492,-0.020095619493969322,-0.0032540280991709865,0.049362617302113554,771
num_funded_teams,ann_relational_climate_sum_score,-0.011025370492129384,0.0029597400085500953,0.0001952265698914516,-0.01682635431248984,-0.005224386671768925,0.05780850097466628,771
num_funded_teams,ann_idea_management_sum_score,0.0071349746421470635,0.0037846735414615307,0.05939898680100652,-0.00028284919235919536,0.014552798476653323,0.04402816746241989,771
num_funded_teams,ann_coordination_and_decision_practices_count,-0.012608763285854713,0.0029442128922904337,1.8475672254366244e-05,-0.01837931451756247,-0.006838212054146958,0.05856999883814962,771
num_funded_teams,ann_participation_dynamics_sum_score,-0.011120626699263697,0.002496294206672509,8.395023085661876e-06,-0.016013273439157802,-0.006227979959369593,0.05831592870220659,771
num_funded_teams,ann_participation_dynamics_count,-0.012682198305148237,0.002834441603565692,7.665492675938973e-06,-0.01823760176441895,-0.007126794845877523,0.056502693797569226,771
num_funded_teams,ann_information_seeking_count,0.004313590743434403,0.0059278377290075115,0.4668072458866661,-0.0073047577116180235,0.01593193919848683,0.03711722762402414,771
num_funded_teams,ann_idea_management_count,0.014426883287894997,0.006234435624603964,0.020664209588476725,0.0022076139997377515,0.026646152576052243,0.046703660039151385,771
num_funded_teams,ann_evaluation_practices_sum_score,0.0065490239407844115,0.005443783188778731,0.22896546136142681,-0.004120595048866511,0.017218642930435332,0.03906136778895419,771
num_funded_teams,ann_evaluation_practices_count,0.010361974010941456,0.00867109468962285,0.23208631563502635,-0.006633059287255851,0.027357007309138762,0.0393238304386031,771
num_funded_teams,ann_none_count,0.004671645306644106,0.005725729935316878,0.41455510918758365,-0.006550579151779829,0.01589386976506804,0.036923518905213504,771
num_funded_teams,ann_integration_practices_sum_score,-0.002626334964124662,0.006816252927068011,0.7000116064054989,-0.015985945210693686,0.010733275282444363,0.03635362252608354,771
num_funded_teams,ann_integration_practices_count,-0.0007788925698849671,0.010983461230975175,0.9434653749643261,-0.022306081008188275,0.020748295868418344,0.03617202401972863,771
num_funded_teams,ann_evaluation_practices_mean_score,0.05962691316717207,0.05643882540557799,0.29074555186817497,-0.050991151957505004,0.17024497829184915,0.017663435197191935,540
num_funded_teams,ann_participation_dynamics_mean_score,-0.1326563013904864,0.09871120220637565,0.17898624104048755,-0.32612670258563337,0.0608140998046606,0.02578140649152416,450
num_funded_teams,ann_integration_practices_mean_score,0.04492467735228852,0.08863766606111358,0.6122705497052345,-0.12880195580118237,0.21865131050575942,0.014760172114764214,383
num_funded_teams,ann_relational_climate_mean_score,-0.1390478386849624,0.05938112067571296,0.019200409449589714,-0.25543269657098655,-0.022662980798938234,0.03637926485279264,670
num_funded_teams,ann_coordination_and_decision_practices_mean_score,-0.22315030216538143,0.12248610056143619,0.06847898800123518,-0.46321864787254763,0.016918043541784805,0.03381563340853344,510
num_funded_teams,ann_idea_management_mean_score,-0.16947567094867239,0.07691040455623259,0.027556236692689678,-0.3202172939152935,-0.018734047982051222,0.02534585564098457,612
num_funded_teams,ann_information_seeking_mean_score,0.04677084679602093,0.08189253919268072,0.5679151585552716,-0.11373558062416811,0.20727727421620995,0.024111417395604295,598
num_funded_teams,ann_knowledge_sharing_mean_score,-0.022353060377906662,0.05957632522172218,0.7075114411697082,-0.1391205121437274,0.09441439138791406,0.029539823531470555,700
