burst_id,conference,session,center_time_sec,burst_score,num_participants,nearest_speaker,nearest_sentence,nearest_time_sec,sent_time_sec,rel_sec,speaker,sentence,is_nearest,annotations,dialogue_act
13,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1007.0,0.1428571428571428,2,Joyce Jose,So in my lab we actually use live cell imaging to study these um specifically antivirals and seeing virus replication using fluorescent viruses.,1007.0,989.8367346938776,-17.163265306122412,Joyce Jose,"So Joyce, you you mean if you use specific inhibitors for GTPases, you actually see blockage of the virus replication or",False,"[{'expand on existing idea': ""The first sentence builds on Joyce's previous explanation of using live cell imaging, pull down studies, and mass spectrometry to study viruses and antivirals.""}, {'ask clarifying question': 'The second sentence asks for confirmation about whether using specific inhibitors for GTPases leads to blockage of virus replication, seeking clarification on a point previously discussed by Dana and Joyce.'}]",
13,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1007.0,0.1428571428571428,2,Joyce Jose,So in my lab we actually use live cell imaging to study these um specifically antivirals and seeing virus replication using fluorescent viruses.,1007.0,990.5,-16.5,William Witola,"That's correct, yes.",False,"{'express agreement': ""William Witola explicitly agrees with Wilfred's statement that he had to mine the database for his own work.""}",
13,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1007.0,0.1428571428571428,2,Joyce Jose,So in my lab we actually use live cell imaging to study these um specifically antivirals and seeing virus replication using fluorescent viruses.,1007.0,991.1980830670926,-15.801916932907375,Wilfred van der Donk,So we focused mostly on the first part of our topic which is genetics.,False,"[{'encourage participation': 'Wilfred van der Donk is trying to steer the conversation towards the last prompt and is encouraging others to share their thoughts on it.'}, {'present new idea': ""Wilfred van der Donk is introducing the idea of discussing biochemical tools to understand how infections cross species boundaries, which hasn't been discussed yet.""}]",
13,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1007.0,0.1428571428571428,2,Joyce Jose,So in my lab we actually use live cell imaging to study these um specifically antivirals and seeing virus replication using fluorescent viruses.,1007.0,995.6506329113924,-11.34936708860755,Dana Mitzel,"But you know, is would if we use something like that like the polyphenols or anything like that, would it be more broad based target where they're actually attacking more of like the transcription of viruses or something that's needed to actually that's applied to a lot of the RNA viruses.",False,"{'expand on existing idea': ""Dana is building on Joyce's idea of intervention strategies by suggesting plant-based interventions like polyphenols that could target viral transcription."", 'present new idea': 'Dana presents a new idea of using plant-based interventions like polyphenols as a broad-based target for RNA viruses, attacking viral transcription.', 'propose decision': 'Dana proposes the idea of using plant-based interventions like polyphenols as a broad-based target for RNA viruses.'}",
13,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1007.0,0.1428571428571428,2,Joyce Jose,So in my lab we actually use live cell imaging to study these um specifically antivirals and seeing virus replication using fluorescent viruses.,1007.0,998.2778551532032,-8.722144846796823,Wilfred van der Donk,"Yeah, and remember in in in uh um Andrew said it at the very beginning, uh the most successful proposals are those where people that don't speak each other's language now are forced to speak each other's language.",False,"[{'acknowledge contribution': {'Explanation': 'The speaker acknowledges that someone talked about imaging and cell biology, recognizing their contribution to the discussion.'}}, {'express humor': {'Explanation': 'The speaker makes a humorous comment about someone understanding him and says it was lovely, indicating a lighthearted tone.'}}, {'encourage participation': {'Explanation': ""The speaker is encouraging the group to work together and learn from each other's expertise, even if they don't initially understand each other's language, to foster collaboration and innovation.""}}]",
13,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1007.0,0.1428571428571428,2,Joyce Jose,So in my lab we actually use live cell imaging to study these um specifically antivirals and seeing virus replication using fluorescent viruses.,1007.0,998.5,-8.5,Wilfred van der Donk,And then and then you went on but it would be really nice if there were databases where once people had done some mining the results thereof would be deposited in some database where you could easily for all kinds of different targets,False,"{'present new idea': 'Wilfred suggests the creation of a database where mined results are deposited for easy access to different targets, which is a novel concept in the context of the discussion about existing databases.', 'express enthusiasm': 'Wilfred expresses enthusiasm for the idea of having databases with mined results, indicating his excitement about the potential benefits of such a resource.'}",
13,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1007.0,0.1428571428571428,2,Joyce Jose,So in my lab we actually use live cell imaging to study these um specifically antivirals and seeing virus replication using fluorescent viruses.,1007.0,1003.0077041602464,-3.9922958397536377,Kristin Koutmou,"I think it's also a very nice link to that because these modifications are almost exclusively, not entirely exclusively, but almost exclusively being put in by host protein machinery and I just I don't know.",False,"[{'present new idea': ""Kristin introduces the novel concept of modifications in RNA viruses and their role in translational control of bacterial parasites, which is a new direction for the group's discussion.""}, {'express enthusiasm': 'Kristin expresses excitement about the new idea of RNA virus modifications and their potential impact on host-virus interactions.'}, {'provide supporting evidence': 'Kristin mentions evidence from her lab, such as the SARS RDRP complex being reconstituted in vitro, to support the idea that RNA virus modifications can impact how the virus functions.'}]",
13,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1007.0,0.1428571428571428,2,Joyce Jose,So in my lab we actually use live cell imaging to study these um specifically antivirals and seeing virus replication using fluorescent viruses.,1007.0,1005.8711001642037,-1.1288998357963465,Wilfred van der Donk,We have about 20 minutes before time is up.,False,"[{'encourage participation': 'Wilfred encourages the group to think about what technologies are missing, inviting them to contribute to the discussion.'}, {'present new idea': 'Wilfred introduces the idea of thinking about what technologies are missing and could be enabling for the problems discussed.'}]",
13,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1007.0,0.1428571428571428,2,Joyce Jose,So in my lab we actually use live cell imaging to study these um specifically antivirals and seeing virus replication using fluorescent viruses.,1007.0,1006.5,-0.5,Wilfred van der Donk,find what makes things spill over or not.,False,"{'ask clarifying question': 'Wilfred is asking if there are databases that can be used to find what makes things spill over or not, following up on the discussion about databases and data mining for predicting susceptibility to pathogens.', 'propose decision': 'Wilfred is suggesting the need to find what makes things spill over or not, which implies a decision to focus on identifying factors related to spillover events.'}",
13,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1007.0,0.1428571428571428,2,Joyce Jose,So in my lab we actually use live cell imaging to study these um specifically antivirals and seeing virus replication using fluorescent viruses.,1007.0,1006.6784810126584,-0.3215189873416193,Dana Mitzel,"So it's more RNA virus based versus DNA virus based, something like that.",False,"{'expand on existing idea': ""Dana is building on Joyce's idea of intervention strategies by suggesting plant-based interventions like polyphenols that could target viral transcription."", 'present new idea': 'Dana presents a new idea of using plant-based interventions like polyphenols as a broad-based target for RNA viruses, attacking viral transcription.', 'propose decision': 'Dana proposes the idea of using plant-based interventions like polyphenols as a broad-based target for RNA viruses.'}",
13,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1007.0,0.1428571428571428,2,Joyce Jose,So in my lab we actually use live cell imaging to study these um specifically antivirals and seeing virus replication using fluorescent viruses.,1007.0,1007.0,0.0,Joyce Jose,So in my lab we actually use live cell imaging to study these um specifically antivirals and seeing virus replication using fluorescent viruses.,True,"[{'present new idea': 'Joyce introduces the use of live cell imaging in her lab to study antivirals and virus replication, which is a novel approach not previously discussed in the conversation.'}, {'expand on existing idea': ""Joyce expands on the idea of biochemical tools to understand how infections cross species boundaries by providing a specific example of using live cell imaging to study antivirals and virus replication, building upon Wilfred's prompt about biochemical tools.""}, {'provide supporting evidence': 'Joyce provides supporting evidence for the effectiveness of their approach by mentioning their success in identifying compounds that inhibit viruses, strengthening the idea of using live cell imaging.'}]",
13,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1007.0,0.1428571428571428,2,Joyce Jose,So in my lab we actually use live cell imaging to study these um specifically antivirals and seeing virus replication using fluorescent viruses.,1007.0,1009.0,2.0,Wilfred van der Donk,"Anyway, I I will let others talk about the viruses.",False,"{'encourage participation': 'Wilfred encourages others to talk about viruses, as he wants to hear from those working on viruses after discussing parasites and host susceptibility.'}",
13,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1007.0,0.1428571428571428,2,Joyce Jose,So in my lab we actually use live cell imaging to study these um specifically antivirals and seeing virus replication using fluorescent viruses.,1007.0,1010.8316912972084,3.8316912972084083,Wilfred van der Donk,Uh maybe this is a good time to think what technologies are we missing?,False,"[{'encourage participation': 'Wilfred encourages the group to think about what technologies are missing, inviting them to contribute to the discussion.'}, {'present new idea': 'Wilfred introduces the idea of thinking about what technologies are missing and could be enabling for the problems discussed.'}]",
13,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1007.0,0.1428571428571428,2,Joyce Jose,So in my lab we actually use live cell imaging to study these um specifically antivirals and seeing virus replication using fluorescent viruses.,1007.0,1011.4481012658229,4.4481012658228565,Dana Mitzel,So like a more broad based novel intervention that yeah up in the sky type of thing.,False,"{'expand on existing idea': ""Dana is building on Joyce's idea of intervention strategies by suggesting plant-based interventions like polyphenols that could target viral transcription."", 'present new idea': 'Dana presents a new idea of using plant-based interventions like polyphenols as a broad-based target for RNA viruses, attacking viral transcription.', 'propose decision': 'Dana proposes the idea of using plant-based interventions like polyphenols as a broad-based target for RNA viruses.'}",
13,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1007.0,0.1428571428571428,2,Joyce Jose,So in my lab we actually use live cell imaging to study these um specifically antivirals and seeing virus replication using fluorescent viruses.,1007.0,1012.6448467966574,5.644846796657362,Wilfred van der Donk,It's fine that you have heard a lot of people speak language that I have I understand.,False,"[{'acknowledge contribution': {'Explanation': 'The speaker acknowledges that someone talked about imaging and cell biology, recognizing their contribution to the discussion.'}}, {'express humor': {'Explanation': 'The speaker makes a humorous comment about someone understanding him and says it was lovely, indicating a lighthearted tone.'}}, {'encourage participation': {'Explanation': ""The speaker is encouraging the group to work together and learn from each other's expertise, even if they don't initially understand each other's language, to foster collaboration and innovation.""}}]",
13,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1007.0,0.1428571428571428,2,Joyce Jose,So in my lab we actually use live cell imaging to study these um specifically antivirals and seeing virus replication using fluorescent viruses.,1007.0,1016.0,9.0,Wilfred van der Donk,"And William, can you go next and then we will",False,"{'encourage participation': ""Wilfred is explicitly asking William to contribute to the discussion, following up on Kristin's question about genetics and biochemistry.""}",
13,2021_10_01_MZT_S11,2021_10_01_MZT_S11,1007.0,0.1428571428571428,2,Joyce Jose,So in my lab we actually use live cell imaging to study these um specifically antivirals and seeing virus replication using fluorescent viruses.,1007.0,1016.7067137809188,9.70671378091879,Dana Mitzel,"So I I will say uh with the viral and with at least the databases, the only thing I know is you'd have to go mind um the literature that's out there for specifically what you're looking for.",False,"[{'provide supporting evidence': 'Danae supports her claim about the difficulty of identifying genetic determinants for spillover by mentioning the example of Ebola, where few genetic changes correlate with virulence, and also mentions West Nile and SARS CO2 where changes are being tracked but correlation is difficult.'}]",
