burst_id,conference,session,center_time_sec,burst_score,num_participants,nearest_speaker,nearest_sentence,nearest_time_sec,sent_time_sec,rel_sec,speaker,sentence,is_nearest,annotations,dialogue_act
9,2021_10_01_MZT_S11,2021_10_01_MZT_S11,684.5,0.1428571428571428,2,Joyce Jose,Yeah.,684.5,665.4638783269962,-19.036121673003777,Wilfred van der Donk,But does everybody see the PowerPoint slide right now?,False,"{'ask clarifying question': 'The speaker asks if everyone can see the PowerPoint slide, seeking confirmation.', 'explain or define term or concept': ""The speaker explains that they don't have to stick to the prompts and can talk about anything related to genetics and biochemistry, clarifying the scope of the discussion."", 'encourage participation': 'The speaker encourages participants to bring up anything they would like to talk about, promoting open discussion.'}",
9,2021_10_01_MZT_S11,2021_10_01_MZT_S11,684.5,0.1428571428571428,2,Joyce Jose,Yeah.,684.5,666.6360392506691,-17.863960749330886,Cheryl Andam,Sing um different lineages and strains of bacterial species that can are more successful in colonizing different range of hosts.,False,"{'present new idea': 'The speaker introduces the idea of investigating genetic variants that contribute to the success of different bacterial strains in colonizing various hosts, which is a novel research direction within the conversation.', 'explain or define term or concept': 'The speaker explains the concept of different bacterial strains and lineages within a single species of a pathogen, clarifying the context for the subsequent discussion.', 'expand on existing idea': 'The speaker expands on the initial idea by suggesting specific approaches like looking at positive and negative selection to identify genetic variants responsible for host colonization success, building upon the initial research direction.'}",
9,2021_10_01_MZT_S11,2021_10_01_MZT_S11,684.5,0.1428571428571428,2,Joyce Jose,Yeah.,684.5,668.1558935361217,-16.344106463878347,Wilfred van der Donk,Yeah.,False,"{'ask clarifying question': 'The speaker asks if everyone can see the PowerPoint slide, seeking confirmation.', 'explain or define term or concept': ""The speaker explains that they don't have to stick to the prompts and can talk about anything related to genetics and biochemistry, clarifying the scope of the discussion."", 'encourage participation': 'The speaker encourages participants to bring up anything they would like to talk about, promoting open discussion.'}",
9,2021_10_01_MZT_S11,2021_10_01_MZT_S11,684.5,0.1428571428571428,2,Joyce Jose,Yeah.,684.5,669.5048859934853,-14.995114006514655,Dana Mitzel,"Um but I really don't know how much they've related it to some things, you know, they're just it is still kind of some big data stuff that's going out there, but I do know there is a couple papers and I think some of it has to do like with dengue and things like that.",False,"{'expand on existing idea': 'Dana is expanding on the existing idea of metabolomics and proteome-based studies, mentioning that metabolomics data is starting to come out, particularly in cell culture-based studies, and relating it to dengue.', 'provide supporting evidence': 'Dana provides supporting evidence by mentioning that there are a couple of papers related to metabolomics and dengue, suggesting that there is some existing research in this area.'}",
9,2021_10_01_MZT_S11,2021_10_01_MZT_S11,684.5,0.1428571428571428,2,Joyce Jose,Yeah.,684.5,669.7072243346007,-14.79277566539929,Wilfred van der Donk,"Okay, so just like yesterday.",False,"{'ask clarifying question': 'The speaker asks if everyone can see the PowerPoint slide, seeking confirmation.', 'explain or define term or concept': ""The speaker explains that they don't have to stick to the prompts and can talk about anything related to genetics and biochemistry, clarifying the scope of the discussion."", 'encourage participation': 'The speaker encourages participants to bring up anything they would like to talk about, promoting open discussion.'}",
9,2021_10_01_MZT_S11,2021_10_01_MZT_S11,684.5,0.1428571428571428,2,Joyce Jose,Yeah.,684.5,670.071599045346,-14.428400954653966,William Witola,That's when they are babies in the womb.,False,"[{'provide supporting evidence': ""William is responding to Wilfred's question about identifying genetic markers that predict spillover by describing a study on toxoplasma to provide evidence related to host genetics and susceptibility to infection.""}, {'explain or define term or concept': ""William explains that inflammasomes are important for innate immune responses that activate the expression of cytokines, providing a definition for the term 'inflammasome'.""}]",
9,2021_10_01_MZT_S11,2021_10_01_MZT_S11,684.5,0.1428571428571428,2,Joyce Jose,Yeah.,684.5,670.4836683417086,-14.016331658291392,Dana Mitzel,"GTP, they're actually trying to use GTPases as a target for cancer.",False,"{'present new idea': 'The speaker introduces a new project involving a cell biologist using GTPases as a target for virus replication, which is a novel concept in the context of the discussion.', 'expand on existing idea': ""The speaker expands on the idea of targeting host factors for virus inhibition, building on Joyce's earlier mention of targeting host proteins to mitigate virus infection."", 'provide supporting evidence': 'The speaker provides supporting evidence for the importance of GTPases in virus replication by explaining that they rearrange actin and the cytoskeleton.'}",
9,2021_10_01_MZT_S11,2021_10_01_MZT_S11,684.5,0.1428571428571428,2,Joyce Jose,Yeah.,684.5,673.9049429657795,-10.595057034220531,Wilfred van der Donk,So I actually wasn't there this morning because I was teaching.,False,"{'ask clarifying question': 'The speaker asks if everyone can see the PowerPoint slide, seeking confirmation.', 'explain or define term or concept': ""The speaker explains that they don't have to stick to the prompts and can talk about anything related to genetics and biochemistry, clarifying the scope of the discussion."", 'encourage participation': 'The speaker encourages participants to bring up anything they would like to talk about, promoting open discussion.'}",
9,2021_10_01_MZT_S11,2021_10_01_MZT_S11,684.5,0.1428571428571428,2,Joyce Jose,Yeah.,684.5,675.2931937172775,-9.206806282722482,Dana Mitzel,"But that was just like one of the questions that had popped up yesterday as well and it could play a role in, you know, could this be a way for it to jump or for it to be a super spreader or anything like that.",False,"[{'expand on existing idea': 'The speaker is building on the previous discussion about viruses and databases by bringing up a related point about vectors, insecticides, and pathogen transmission, expanding the scope of the conversation.'}, {'ask clarifying question': 'The speaker is asking how the adaptation of insects to insecticides affects pathogen replication and transmission, seeking clarification on a potential relationship.'}]",
9,2021_10_01_MZT_S11,2021_10_01_MZT_S11,684.5,0.1428571428571428,2,Joyce Jose,Yeah.,684.5,677.8781407035176,-6.621859296482398,Dana Mitzel,Well GTPases are really important for virus replication because they're important they rearrange the the actin and the side of skeleton which the virus,False,"{'present new idea': 'The speaker introduces a new project involving a cell biologist using GTPases as a target for virus replication, which is a novel concept in the context of the discussion.', 'expand on existing idea': ""The speaker expands on the idea of targeting host factors for virus inhibition, building on Joyce's earlier mention of targeting host proteins to mitigate virus infection."", 'provide supporting evidence': 'The speaker provides supporting evidence for the importance of GTPases in virus replication by explaining that they rearrange actin and the cytoskeleton.'}",
