term,coef,se,p,or,lo95,hi95,which_delta
Intercept,-4.536529668529639,0.17874935798962516,4.271365513397932e-142,0.010710511157580982,0.007544937954498555,0.01520424024007641,mid
C(conference)[T.2021ABI],-0.6419930581993947,0.28607349110348995,0.024822474577470263,0.5262425461352512,0.300382955285886,0.9219272015595756,mid
C(conference)[T.2021CMC],-0.635021603743492,0.2897134231119526,0.028387039295818362,0.5299240398508769,0.3003340532328927,0.9350238009611034,mid
C(conference)[T.2021MND],-0.9645028621335819,0.3128475521959515,0.0020493867316933646,0.3811726480014474,0.20645267606609194,0.7037573469763242,mid
C(conference)[T.2021MZT],-0.2803492682537856,0.2671141590101543,0.2939257397860481,0.7555198162811331,0.44758311802386574,1.2753166279230415,mid
C(conference)[T.2021NES],-0.2919610327937153,0.26447711988205974,0.26962874343089294,0.7467976360239155,0.44470853552160855,1.2540949062665547,mid
C(conference)[T.2021SLU],-0.6049721298755424,0.2798057140023369,0.030609313511814465,0.5460896460140249,0.31556476860049826,0.9450164630426748,mid
C(conference)[T.2022MND],-1.1174661469614,0.33185404153206527,0.0007589642372734726,0.32710758798254075,0.17069105228006437,0.6268598891768181,mid
C(conference)[T.v1-data],1.2620655692370202,0.2051200715693458,7.61202454398025e-10,3.532711015457927,2.363232130678211,5.280923086957268,mid
ann_knowledge_sharing_score_dmid,-0.2677175854027906,0.02085550286013391,1.0202537921546012e-37,0.7651238327323975,0.7344786354388148,0.7970476623399093,mid
ann_evaluation_practices_score_dmid,0.5682975254001434,0.04496564900251743,1.2953129700604984e-36,1.7652591828293607,1.6163408394412966,1.927897821130663,mid
ann_idea_management_score_dmid,0.4253623251869812,0.03519250823077023,1.2413041896007639e-33,1.5301447292122792,1.4281572959185656,1.6394152794144492,mid
ann_coordination_and_decision_practices_score_dmid,0.13391055972666466,0.03799290942446109,0.00042409104665491683,1.143290558851513,1.0612468147810232,1.2316770083580546,mid
ann_information_seeking_score_dmid,0.05504398003672593,0.027889848192719138,0.04842489503992226,1.0565870823923487,1.0003799497416213,1.1159522569067022,mid
ann_relational_climate_score_dmid,0.026266567309381476,0.039201864616296836,0.5028363577374362,1.0266145738867596,0.9506882458827198,1.1086047270292119,mid
ann_participation_dynamics_score_dmid,-0.06588872547088154,0.08062445169682836,0.41379696722673154,0.9362350376085471,0.7993849569589951,1.0965130604663602,mid
ann_integration_practices_score_dmid,0.18753531641581672,0.11208927516693656,0.09430980633560981,1.2062728499022837,0.9683519598426599,1.50265011974345,mid
speaking_dmid,7.174128547230914e-05,1.4915253369000556e-05,1.509851445771768e-06,1.00007174385894,1.000042508292321,1.0001009802802407,mid
