term,coef,se,p,or,lo95,hi95
Intercept,-7.505761491658328,0.7070606710488094,2.5259629787565418e-26,0.0005499069413172275,0.00013753936280046843,0.0021986261820011775
C(conference)[T.2021ABI],0.48943633748472065,0.8731783059625502,0.5751229013921311,1.63139640374642,0.2946423172476581,9.032830894822546
C(conference)[T.2021CMC],-0.8836551695679287,1.0604114821100774,0.4046679626179185,0.41326957723738794,0.05171219348493796,3.302736394651588
C(conference)[T.2021MND],-0.09797839074652863,0.944938913675642,0.9174173155494683,0.9066684959715775,0.14226572581362792,5.77825584402717
C(conference)[T.2021MZT],0.7936522382663936,0.8417440938516761,0.3457492340906828,2.2114584682876255,0.4247875209915167,11.51292897104366
C(conference)[T.2021NES],-0.021758234829335563,0.9005288771677517,0.9807236934948733,0.9784767680601575,0.167496163228457,5.716052040711998
C(conference)[T.2021SLU],0.08172815443793233,0.912018659370274,0.92859525334702,1.0851607735887896,0.18162186502769684,6.483657154144097
C(conference)[T.2022MND],-0.7633242454321504,1.0723723993292105,0.47658310485017086,0.4661143701643551,0.056973208491053376,3.8134170749367327
C(conference)[T.v1-data],2.867667613172607,0.7335286842848646,9.252012600464933e-05,17.595929786577294,4.178496078541928,74.0976512205314
ann_knowledge_sharing_score_middle,0.02369182680963016,0.035171820953653905,0.5005640581757693,1.0239747077092882,0.955763346325804,1.0970542091398614
ann_evaluation_practices_score_middle,-0.03402124161473371,0.09692716769043849,0.7255898518554302,0.9665509733160526,0.7993163411059316,1.168774784118167
ann_idea_management_score_middle,0.08479151797081247,0.05583874855162372,0.12888669293036528,1.0884901124138893,0.9756489602023074,1.2143821939574688
ann_coordination_and_decision_practices_score_middle,0.6646862277412117,0.12091326728954496,3.8583615640684164e-08,1.9438804898642401,1.5337201026123395,2.463729433055445
ann_information_seeking_score_middle,0.06139032500288362,0.04637626311772011,0.18558790131210479,1.0633138711877181,0.9709239348229709,1.1644953307968053
ann_relational_climate_score_middle,0.09159000072562509,0.08057184196189258,0.2556430215948913,1.0959154054358584,0.9358212345071046,1.2833974391532401
ann_participation_dynamics_score_middle,0.2607147401293872,0.09442677638916722,0.005762017238230223,1.297857385993266,1.078572339102891,1.5617253783629492
ann_integration_practices_score_middle,0.4060510909412785,0.1319184461131223,0.0020836250769869897,1.5008792318318922,1.1589227809545493,1.9437347384688564
speaking_middle,-1.3115896990502183e-05,5.783460688404086e-05,0.8205925998321404,0.9999868841890225,0.9998735362707284,1.000100244956692
