term,coef,se,p,or,lo95,hi95
Intercept,-4.56459403853459,0.17930247635458746,5.829895283977334e-143,0.010414106074491248,0.007328188767466344,0.01479951032542143
C(conference)[T.2021ABI],-1.2950210793091028,0.33598009482769664,0.00011598641172054536,0.2738920908145518,0.14177101900122707,0.5291411315179825
C(conference)[T.2021CMC],-0.9828850584560508,0.3120160533390253,0.0016320869752598874,0.37422986485362914,0.2030228950097716,0.6898137854926409
C(conference)[T.2021MND],-2.0126995432077104,0.39698421789818183,3.9787068313420553e-07,0.13362745423664188,0.06137279560789316,0.2909480715176892
C(conference)[T.2021MZT],-0.7280264328871172,0.2943269530384316,0.013378571777604849,0.4828610089519984,0.27119768452420523,0.8597225097079768
C(conference)[T.2021NES],-0.7274669356603986,0.28724453218997376,0.011322970203772171,0.48313124393821083,0.2751424766003623,0.8483451982890804
C(conference)[T.2021SLU],-0.5253087218538965,0.27781304790796657,0.05864152508294127,0.5913727664854738,0.34306947690505324,1.019390451449199
C(conference)[T.2022MND],-2.2877635013421256,0.47208330111042546,1.2591124114211365e-06,0.10149319761250761,0.04023384301356295,0.2560249876736624
C(conference)[T.v1-data],1.282936341969569,0.20585218347913128,4.595822917809784e-10,3.6072162102334997,2.409612779894552,5.4000414074583185
ann_knowledge_sharing_score_first,0.3745520715527954,0.027881745357052297,3.8429356499749867e-41,1.4543398285160254,1.3769953607660037,1.536028658536234
ann_evaluation_practices_score_first,-0.034479299524836214,0.07272940732785386,0.6354453886594589,0.9661083383811638,0.837755541296674,1.1141261089660535
ann_idea_management_score_first,-0.012205091015540777,0.0547329588873103,0.8235406087932736,0.9878690890097886,0.887380255217065,1.099737492786917
ann_coordination_and_decision_practices_score_first,-0.21251883038814876,0.06371406074483202,0.0008514336245299966,0.8085450909602047,0.7136244828002505,0.916091277516938
ann_information_seeking_score_first,0.15858101878939054,0.03989182923669613,7.02977757762428e-05,1.1718468619933864,1.0837129194484487,1.267148377877274
ann_relational_climate_score_first,0.07207646547349378,0.05186040942397841,0.16458453163638542,1.0747375212353583,0.9708629760252735,1.1897258089704448
ann_participation_dynamics_score_first,-0.20616665386327632,0.08868381256560513,0.020085959071491577,0.813697459157569,0.6838703497384961,0.968171167667474
ann_integration_practices_score_first,-0.10469961909209097,0.133387534809267,0.43249574831420134,0.9005950035053911,0.6934062811319948,1.1696913950862846
speaking_first,4.4935009229755173e-05,1.3024636064191229e-05,0.0005605841926994362,1.0000449360188224,1.0000194069108557,1.000070465778512
